output,timestamp
"['CNBC Daily Open: Record high U.S. stocks as investors rotate out of tech - CNBC (-0.06)', 'Tsunami warning lifted after latest earthquake hits Japan’s northeast - Al Jazeera (0.00)', 'Kirk Cousins May Have Just Earned Himself More Options in 2026 - Sports Illustrated (0.05)', 'White House signals campaign to seize more oil tankers near Venezuela - The Washington Post (0.14)', 'Trump asserts he has pardoned county clerk convicted in Colorado case - The Washington Post (0.06)', 'Broadcom Inc (AVGO) Q4 2025 Earnings Call Highlights: Record Revenue and AI Growth Propel ... - Yahoo Finance (0.00)', ""Indiana Senate rejects Trump's redistricting effort - Axios (0.25)"", 'Hollywood Reporter Critics Pick the Best Films of 2025 - The Hollywood Reporter (0.00)', ""'Suicidal' Sherrone Moore wielded knife after firing: dispatch audio - The Detroit News (0.00)"", 'Game Awards Declares ‘Clair Obscur: Expedition 33’ Game Of The Year – Complete Winners List - Deadline (-0.02)', ""Officials from Ukraine, U.S. and Europe to meet Saturday on Trump's plan - Axios (0.00)"", '‘RHOSLC’ star Jen Shah cries during emotional reunion with family after prison release - Page Six (0.10)', 'Trump signs order blocking states from enforcing own AI rules - BBC (0.00)', 'Six injured in Hayward explosion after construction crew strikes gas line - San Francisco Chronicle (0.10)', 'Capcom Finally Confirms Leon S. Kennedy Is In Resident Evil Requiem | The Game Awards 2025 - IGN (-0.15)', 'Mike Johnson says boat strike hit ""able-bodied"" survivors, operation ""entirely appropriate"" - CBS News (0.07)', 'Week 15 NFL straight up, against the spread, and survivor pool picks - PhillyVoice (0.00)', 'Skydiver dangles from plane in midair after parachute mishap in Australia, video shows - CBS News (0.15)', 'Google launched its deepest AI research agent yet — on the same day OpenAI dropped GPT-5.2 - TechCrunch (0.28)']",2025-12-13 14:07:30.051752
